Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
turkey	2752	5.91	2.02	4.18	2.18	5.64	1.21
turmoil	2753	2.44	2.1	6.38	2.28	2.50	1.51
turtle	2754	6.75	1.48	5.33	2.71	5.08	2.11
tusk	2755	5.07	0.92	3.57	2.17	4.71	1.14
twelve	2756	4.69	1.32	2.85	2.12	5.00	2.04
twilight	1022	7.50	1.79	4.54	2.47	5.62	1.92
twins	2757	5.91	1.38	4.64	1.5	4.45	1.51
tyrant	2758	2.87	2.23	5.93	2.76	2.93	2.28
ugly	460	2.39	1.31	5.57	2.33	4.22	2.61
ulcer	461	1.72	1.1	6.04	2.62	4.11	2.02
umbrella	578	5.12	1.67	4.32	1.65	5.20	2.06
uncertain	2759	3.08	1.32	5.00	2.73	3.18	1.72
uncomfortable	2760	2.53	0.99	6.40	1.45	2.93	1.67
understand	2761	7.69	1.4	5.50	2.22	7.06	1.73
uneasy	2762	2.53	1.51	6.13	2.64	3.13	2.13
unfaithful	462	1.85	1.43	6.62	2.89	2.85	2.74
unhappy	463	1.35	0.78	4.26	2.53	3.70	2.75
unify	2763	7.29	1.93	5.12	2.57	5.94	2.46
union	2764	6.85	1.28	5.00	2.38	6.46	1.33
unit	1023	5.50	1.59	3.21	2.19	4.67	1.09
unite	2765	7.33	1.4	6.07	2.02	6.00	1.56
unity	2766	7.29	1.33	4.43	2.87	6.50	2.03
unsafe	2767	2.29	1.64	5.57	3.06	3.00	2.04
unsure	2768	2.53	1.36	5.87	2.23	3.33	1.68
untroubled	464	7.65	1.37	4.13	2.44	5.70	2.6
upset	465	2.00	1.17	6.25	1.94	3.90	2.4
urinate	2769	5.50	1.46	4.47	2.29	5.27	2.6
urine	617	3.65	1.67	4.23	1.99	5.38	1.94
usage	2770	4.85	0.38	4.77	0.83	4.69	0.85
useful	466	7.38	1.36	4.20	2.61	6.00	2.06
useless	467	1.89	1.28	4.75	2.52	3.44	2.71
utensil	1024	5.40	0.94	3.40	1.93	4.95	0.83
vacation	468	8.38	1.21	6.10	2.88	7.00	2.15
vagina	1025	4.90	0.72	3.95	1.9	5.45	1.54
valentine	469	8.23	1.34	6.12	2.94	6.15	2.41
valley	2771	5.08	1.61	4.58	1.73	4.75	0.62
vampire	470	3.92	1.96	6.46	2.3	4.92	2.72
van	2772	5.07	2.05	3.43	2.62	5.36	1.34
vandal	471	2.32	1.86	6.76	1.48	3.24	2.45
vanish	2773	3.00	2.18	5.38	2.66	2.54	2.47
vanity	472	4.29	1.79	5.00	2.32	4.91	2.04
vase	2774	5.07	1.59	3.50	2.53	5.43	1.95
vegetable	2775	6.27	2.02	5.00	2.2	5.53	1.88
vehicle	473	6.15	2.65	4.38	3.1	5.56	2.86
venom	474	1.80	0.89	6.55	2.46	3.60	2.3
vessel	2776	4.64	1.28	3.69	1.55	4.69	1.8
vest	1026	5.46	1.42	3.69	2.22	5.08	0.74
vibrator	2777	5.60	2.72	6.27	2.58	5.13	2.29
vice	2778	4.27	2.4	5.67	1.91	4.53	1.96
victim	618	1.92	1.32	6.12	2.23	1.92	1.13
victory	475	8.60	0.91	6.88	2.97	7.42	2.06
video	2779	7.64	1.45	6.43	1.55	5.93	1.33
vigor	2780	5.82	1.66	5.91	1.81	5.45	1.75
vigorous	476	6.74	1.61	6.38	2.56	5.52	2.31
village	477	5.95	1.47	3.90	1.59	4.70	1.13
vine	2781	4.69	1.32	3.77	2.13	5.08	1.98
violent	478	1.48	0.79	7.26	2.26	5.04	2.69
violin	579	5.96	1.75	3.42	2.37	5.54	1.98
violinist	2782	6.27	1.56	3.90	2.77	5.00	1.89
virgin	1027	6.62	1.66	4.73	1.64	6.67	2.33
virtue	479	6.27	2.34	4.00	2.58	6.35	1.85
virus	2783	2.86	2.25	5.57	2.85	2.93	1.64
vision	480	6.50	1.95	4.75	2.5	6.03	2.18
vista	2784	5.07	1.77	4.36	2.65	4.86	1.83
vodka	2785	5.71	2.49	5.50	2.56	5.14	2.32
volcano	619	4.58	2.04	6.23	2.07	3.12	1.8
vomit	481	1.96	1.46	5.62	2.89	3.42	2.4
vote	2786	6.64	1.5	5.64	1.98	6.79	1.97
vow	2787	7.27	1.42	6.18	1.72	6.55	1.63
vows	2788	6.47	1.6	5.93	1.87	5.73	1.49
voyage	1028	6.15	2.13	5.42	2.12	4.69	1.78
wagon	1029	5.41	1.05	3.91	1.77	4.91	0.43
wail	2789	3.27	2.12	6.07	1.39	4.13	1.51
wall	2790	4.79	0.97	3.50	2.03	4.36	1.15
wander	2791	5.12	1.67	4.75	1.84	5.75	2.11
wane	2792	4.36	1.65	5.36	2.06	3.71	1.64
want	2793	5.42	2.19	6.33	1.78	4.67	2.46
war	482	1.46	0.81	7.28	2.44	3.48	2.82
warden	2794	4.00	1.51	4.80	1.86	3.93	1.58
warehouse	2795	4.80	1.47	3.60	2.38	5.00	1.81
warm	2796	6.75	1.22	5.42	1.78	5.25	1.06
warmth	483	7.65	1.96	3.38	2.28	5.81	1.92
warn	2797	4.50	1.56	5.64	2.34	4.43	1.45
wart	2798	2.62	1.31	4.81	2.43	3.56	1.26
wasp	484	3.35	1.64	5.57	2.23	3.70	1.64
waste	485	2.58	1.36	3.76	1.85	4.46	1.82
watch	580	5.54	1.5	4.12	1.68	5.35	2.1
water	486	6.39	1.8	4.87	2.36	5.13	1.89
waterfall	487	8.12	0.91	4.54	2.93	5.31	2.02
watermelon	2799	7.31	1.44	5.92	1.78	5.92	1.44
waterskiing	2800	6.88	2.13	7.06	2.05	5.06	2.72
wealth	2801	7.57	1.5	5.07	2.46	6.93	2.3
wealthy	488	7.75	1.34	6.03	2.62	6.68	2.65
weapon	489	3.40	1.9	6.05	2.14	4.60	2.85
weary	490	3.54	2.08	3.80	2.42	3.88	2.09
web	2802	5.36	1.91	4.07	2.4	5.29	1.54
wed	2803	7.75	1.48	7.55	1.57	5.91	2.43
wedding	491	8.30	0.97	5.91	3.06	6.91	2.09
week	2804	5.73	1.1	4.36	2.01	5.00	0.77
weep	2805	1.57	1.16	5.15	2.7	3.08	2.14
weight	2806	3.64	1.8	6.00	1.34	3.55	2.34
weightlifter	2807	5.73	1.83	5.67	1.91	5.00	2.24
welfare	2808	2.92	2.5	5.38	3.01	2.85	1.77
wet	2809	4.86	1.56	4.64	1.98	5.50	1.34
wheat	2810	6.14	1.35	3.86	2.54	5.64	1.22
wheel	2811	5.21	0.58	4.43	1.45	5.14	0.66
whistle	1030	5.86	1.25	4.90	2.17	5.38	1.94
white	542	6.54	1.7	4.77	2.27	5.96	1.93
whore	492	1.61	1.37	5.54	3.01	4.10	2.81
wicked	493	2.97	2.58	6.37	2.43	4.53	2.92
wife	1031	6.59	1.89	4.27	2.31	5.50	1.63
wild	2812	6.67	1.5	6.87	1.68	5.33	1.72
willing	2813	6.93	1.58	5.60	1.76	6.07	1.75
win	494	8.40	0.99	7.20	2.71	7.60	2.14
wince	2814	3.91	1.58	5.00	2.14	4.36	1.03
windmill	1032	6.10	1.21	3.45	1.85	5.25	0.72
window	495	5.87	1.29	3.87	2.03	4.96	1.72
windshield	2815	4.77	0.83	4.67	1.72	5.17	1.27
windsurfers	2816	6.87	1.41	6.13	1.81	5.40	1.35
wine	496	6.25	2.42	4.72	2.48	5.56	2.38
wings	2817	6.46	2.54	5.58	2.23	4.58	2.15
wink	1033	7.12	2.07	5.92	2.78	5.56	2.02
winner	2818	8.25	1.18	6.94	2.46	7.88	1.54
winter	2819	5.33	2.32	4.93	2.28	4.53	2.23
wires	2820	4.43	0.94	3.71	2.2	4.64	0.74
wisdom	2821	7.77	0.93	6.92	1.98	6.83	1.95
wise	497	7.77	1.15	3.77	2.88	7.23	2.35
wish	1034	7.32	2.25	5.32	2.73	5.12	2.24
wishful	2822	7.67	1.29	5.80	1.9	4.93	1.75
wit	1035	7.32	2.29	5.24	2.49	6.65	2.06
wolf	2823	4.53	2.56	7.07	2.25	5.07	2.79
woman	498	6.42	1.9	4.52	2.55	6.50	1.66
wonder	499	6.22	1.62	4.87	2.36	5.09	2.23
wood	2824	5.54	1.85	4.00	2.59	5.75	1.29
wool	2825	5.21	1.53	3.29	2.55	5.00	1.36
work	2826	4.15	2.27	5.46	2.18	4.23	2.09
worker	2827	4.80	1.15	4.53	1.46	4.93	1.44
world	500	6.69	2.19	5.52	2.37	5.21	2.44
worry	2828	2.00	1.47	6.00	2.74	2.08	1.38
worth	2829	6.45	1.29	4.36	1.57	5.45	1.57
wounds	620	2.08	1.29	5.85	2.01	3.85	1.67
wrath	2830	2.19	1.56	5.94	2.57	3.25	2.18
wreath	2831	6.38	1.39	5.08	1.16	4.75	0.75
wring	2832	4.69	0.6	4.75	1.57	4.94	1.39
writer	1036	6.05	2.06	5.38	2.54	4.90	1.84
wrong	2833	2.88	1.59	5.00	2.25	2.88	1.63
yacht	1037	6.55	1.85	5.35	2.89	5.90	2.2
year	2834	5.47	1.7	3.94	2.28	5.24	1.48
yellow	545	5.58	2.02	4.77	1.99	5.38	1.83
yelp	2835	3.73	1.35	6.00	2.32	3.82	1.08
yolk	2836	4.86	2.03	3.71	2.55	4.36	1.34
young	1038	7.00	2.48	5.54	2.63	5.04	2.65
youth	1039	6.68	2.73	5.81	2.7	4.56	2.75
zeal	2837	6.54	1.98	6.23	1.59	5.77	1.42
zealous	2838	6.00	2.27	6.40	1.76	5.40	1.68
zest	1040	7.00	2.43	5.52	2.96	5.88	2.33
zipper	2839	5.29	1.33	5.15	2.03	5.46	2.22
zoom	2840	6.19	2.01	5.56	2.31	5.44	1.59
